鄉鎮市區,村里,納稅單位,綜合所得總額,平均數,中位數,第一分位數,第三分位數,標準差,變異係數
二崙鄉,大庄村,193,129995,674,536,263,884,611.50,90.79
二崙鄉,復興村,145,105619,728,546,311,910,714.03,98.03
二崙鄉,油車村,380,269997,711,587,356,908,515.68,72.58
二崙鄉,大同村,132,98390,745,566,311,1020,661.19,88.70
二崙鄉,大華村,136,112152,825,617,381,937,767.08,93.02
二崙鄉,義庄村,83,61743,744,632,436,998,516.90,69.49
二崙鄉,楊賢村,208,131621,633,512,323,845,471.18,74.46
二崙鄉,定安村,132,98270,744,567,274,986,713.39,95.82
二崙鄉,永定村,238,162028,681,517,323,907,594.01,87.25
二崙鄉,其他,1,292,292,292,292,292,0.00,0.00
二崙鄉,合計,4071,2900398,712,563,330,913,603.63,84.73
崙背鄉,東明村,266,204958,771,556,309,940,736.41,95.57
崙背鄉,西榮村,296,204273,690,525,314,853,720.93,104.47
崙背鄉,南陽村,624,468040,750,596,347,961,615.42,82.05
崙背鄉,崙前村,422,319337,757,610,363,996,580.95,76.77
崙背鄉,羅厝村,394,277893,705,524,300,917,735.90,104.34
崙背鄉,港尾村,224,155320,693,554,332,928,513.44,74.05
崙背鄉,阿勸村,351,236173,673,533,300,866,693.41,103.06
崙背鄉,五魁村,166,118466,714,644,327,922,582.94,81.68
崙背鄉,大有村,260,187378,721,577,369,943,531.42,73.74
崙背鄉,豐榮村,336,265222,789,608,379,1019,595.33,75.42
崙背鄉,舊庄村,174,120443,692,526,319,855,626.92,90.57
崙背鄉,草湖村,240,144479,602,482,276,802,507.96,84.38
崙背鄉,水尾村,192,127937,666,555,334,856,493.52,74.07
崙背鄉,枋南村,140,87408,624,519,306,777,490.21,78.52
崙背鄉,其他,0,0,0,0,0,0,0.00,0.00
崙背鄉,合計,4085,2917327,714,565,327,915,622.46,87.16
麥寮鄉,麥豐村,1715,1386342,808,666,373,1060,641.61,79.37
麥寮鄉,麥津村,880,689223,783,635,360,1004,650.75,83.09
麥寮鄉,瓦??村,408,304939,747,620,343,998,585.42,78.33
麥寮鄉,崙後村,506,381403,754,613,363,1005,607.17,80.55
麥寮鄉,興華村,491,344427,701,547,315,907,594.22,84.71
麥寮鄉,後安村,616,422839,686,566,336,904,546.66,79.64
麥寮鄉,海豐村,419,305600,729,573,350,931,657.67,90.17
麥寮鄉,三盛村,439,338553,771,629,358,999,700.49,90.83
麥寮鄉,新吉村,213,146727,689,576,343,931,480.64,69.77
麥寮鄉,橋頭村,845,655845,776,645,362,1028,704.82,90.81
麥寮鄉,施厝村,702,585198,834,692,395,1021,1017.96,122.11
麥寮鄉,雷厝村,399,267335,670,534,326,828,545.03,81.35
麥寮鄉,中興村,289,206174,713,556,331,885,591.33,82.89
麥寮鄉,其他,0,0,0,0,0,0,0.00,0.00
麥寮鄉,合計,7922,6034607,762,620,356,992,673.09,88.36
東勢鄉,東北村,293,209523,715,586,359,915,565.14,79.03
東勢鄉,東南村,340,272797,802,636,412,980,648.28,80.80
東勢鄉,嘉隆村,281,227491,810,654,388,1010,1282.45,158.41
東勢鄉,月眉村,218,172647,792,570,347,992,961.22,121.37
東勢鄉,復興村,106,81184,766,552,359,880,677.90,88.51
東勢鄉,昌南村,168,108118,644,515,328,891,465.49,72.33
東勢鄉,安南村,156,106352,682,547,345,825,552.44,81.03
東勢鄉,新坤村,189,125131,662,542,325,843,616.70,93.15
東勢鄉,四美村,168,109935,654,540,292,880,504.09,77.03
東勢鄉,龍潭村,103,70105,681,552,320,927,528.52,77.65
東勢鄉,程海村,87,58162,669,603,347,881,433.73,64.88
東勢鄉,同安村,333,214593,644,545,318,822,527.28,81.82
東勢鄉,其他,0,0,0,0,0,0,0.00,0.00
東勢鄉,合計,2442,1756038,719,579,346,905,727.01,101.10
褒忠鄉,中民村,474,367558,775,574,349,896,951.80,122.74
褒忠鄉,埔姜村,328,240936,735,648,326,955,628.54,85.57
褒忠鄉,中勝村,334,255898,766,599,342,1007,698.12,91.12
褒忠鄉,馬鳴村,308,226371,735,601,348,987,588.60,80.08
褒忠鄉,新湖村,199,136894,688,579,339,868,536.42,77.98
褒忠鄉,有才村,154,100079,650,537,323,733,512.97,78.93
褒忠鄉,田洋村,143,92643,648,499,283,859,529.77,81.77
褒忠鄉,龍岩村,205,120243,587,508,294,756,435.30,74.21
褒忠鄉,潮厝村,156,101188,649,482,311,806,567.65,87.51
褒忠鄉,其他,1,512,512,512,512,512,0.00,0.00
褒忠鄉,合計,2302,1642321,713,565,324,891,678.86,95.15
