鄉鎮市區,村里,納稅單位,綜合所得總額,平均數,中位數,第一分位數,第三分位數,標準差,變異係數
蘇澳鎮,永樂里,117,72755,622,456,333,757,725.55,116.68
蘇澳鎮,蘇東里,129,87022,675,568,337,846,541.89,80.33
蘇澳鎮,朝陽里,103,67605,656,489,324,683,730.9,111.36
蘇澳鎮,南強里,137,89135,651,540,346,766,469.14,72.11
蘇澳鎮,南寧里,224,156557,699,542,300,825,661.18,94.6
蘇澳鎮,南安里,225,153950,684,528,300,843,615.26,89.92
蘇澳鎮,南正里,190,115267,607,525,333,786,442.79,72.99
蘇澳鎮,蘇西里,675,505189,748,563,326,925,767.79,102.59
蘇澳鎮,蘇南里,133,98162,738,540,367,774,814.76,110.39
蘇澳鎮,蘇北里,293,187974,642,504,317,787,541.48,84.4
蘇澳鎮,長安里,154,104270,677,549,370,918,446.63,65.96
蘇澳鎮,永光里,117,100451,859,504,304,801,1516.09,176.59
蘇澳鎮,南興里,268,173235,646,540,320,804,487.47,75.41
蘇澳鎮,龍德里,955,621743,651,536,345,808,483.87,74.32
蘇澳鎮,南成里,192,121897,635,545,357,743,466.89,73.54
蘇澳鎮,南建里,222,148632,670,522,336,754,752.09,112.33
蘇澳鎮,聖愛里,784,552473,705,555,347,873,636.37,90.31
蘇澳鎮,其他,1,180,180,180,180,180,0,0
蘇澳鎮,合計,9005,6213052,690,552,348,849,598.54,86.75
三星鄉,月眉村,218,152507,700,523,300,852,666.66,95.3
三星鄉,人和村,89,70378,791,589,360,915,823.92,104.19
三星鄉,義德村,283,218815,773,580,379,915,719.92,93.11
三星鄉,雙賢村,118,88411,749,533,271,1030,674.1,89.97
三星鄉,集慶村,279,183550,658,513,334,814,540.05,82.09
三星鄉,萬德村,134,92485,690,567,326,833,599.74,86.9
三星鄉,萬富村,180,151180,840,588,358,985,861.3,102.55
三星鄉,貴林村,105,65304,622,511,312,723,483.96,77.81
三星鄉,大隱村,1162,811651,698,553,325,862,615.54,88.12
